ID,item_cnt_month
412,0.20878127
413,0.26181844
414,0.1112829
415,1.4469969
416,0.7445518
417,1.1983291
418,1.1116629
419,0.2138135
420,0.31424
421,1.1409705
422,0.11697068
423,0.48554617
424,0.1112829
425,0.1112829
426,1.1271838
427,0.33172256
428,1.0619944
429,0.23329031
430,0.9186307
431,0.45402098
432,0.1112829
433,0.1112829
434,0.1112829
435,0.5125252
436,0.1112829
437,0.33786204
438,0.24396655
439,0.3340329
440,0.1112829
441,0.1112829
442,0.25553218
443,0.1112829
444,0.11773626
445,0.34869197
446,0.19004303
447,0.1112829
448,0.1112829
449,0.26315105
450,0.1112829
451,0.1112829
452,0.1112829
453,0.1112829
454,0.2631174
455,0.1112829
456,0.2651016
457,0.1112829
458,0.6071129
459,0.51180327
460,4.213354
461,0.7230721
462,0.3184995
463,0.26046732
464,0.38991004
465,0.31974146
466,0.1872724
467,0.26284885
468,0.1112829
469,0.1112829
470,0.21172886
471,0.2611394
472,0.1112829
473,0.1112829
474,0.54172224
475,0.7332176
476,0.1112829
477,0.1112829
478,0.1112829
479,0.1112829
480,0.1112829
481,0.1112829
482,0.1112829
483,0.1112829
484,0.6096765
485,0.34339184
486,0.6106215
487,0.15814444
488,0.1112829
489,1.1437335
490,0.16901565
491,0.1112829
492,0.3157425
493,0.1112829
494,0.2645086
495,0.1112829
496,0.1112829
497,1.4647646
498,1.6777521
499,0.49806988
500,1.4354604
501,0.31593335
502,0.34850237
503,0.1112829
504,0.83149254
505,0.73800075
506,1.0752249
507,0.1112829
508,0.42421967
509,0.1112829
510,0.1112829
511,0.1112829
512,0.1112829
513,0.18551221
514,0.1112829
515,1.4200317
516,0.1112829
517,0.31843954
518,0.46142507
519,0.43152016
520,0.45690334
521,0.1668006
522,0.5602219
523,0.7212249
524,0.1112829
525,0.5888266
526,0.1112829
527,0.1112829
528,0.1112829
529,0.1112829
530,0.47071272
531,0.2613619
532,0.1112829
533,0.1112829
534,0.1112829
535,0.1112829
536,1.2019681
537,0.1112829
538,0.1927813
539,0.1112829
540,0.6516548
541,1.1983277
542,0.1112829
543,0.1112829
544,0.1112829
545,0.1112829
546,0.1112829
547,0.1112829
548,0.1112829
549,0.1112829
550,0.16685537
551,0.2576806
552,0.4889862
553,0.1112829
554,0.1112829
555,0.22698319
556,0.1112829
557,0.1112829
558,0.1112829
559,0.1112829
560,0.1112829
561,0.6925986
562,0.1112829
563,0.1112829
564,0.1112829
565,0.1112829
566,0.1112829
567,0.1112829
568,0.37148845
569,0.1112829
570,0.1112829
571,0.26388323
572,0.743014
573,0.1112829
574,0.1112829
575,0.1112829
576,0.2438022
577,0.1855093
578,1.7651916
579,0.1112829
580,0.1112829
581,0.1112829
582,0.1112829
583,0.1112829
584,0.4132883
585,0.1112829
586,0.1112829
587,0.5583525
588,1.255702
589,0.19565298
590,0.4518751
591,0.26626396
592,1.1399732
593,0.1290059
594,0.1112829
595,0.120018855
596,0.1112829
597,0.1112829
598,0.1112829
599,0.1112829
600,0.22235507
601,0.26386565
602,0.1112829
603,0.1112829
604,0.1112829
605,0.1112829
606,0.1112829
607,0.24847576
608,0.1112829
609,0.33736593
610,0.26315102
611,0.6528683
612,0.1112829
613,0.1112829
614,0.1112829
615,0.5900769
616,0.649688
617,0.36179197
618,0.2631261
619,0.1112829
620,0.16738287
621,1.4354646
622,0.8374454
623,0.44393998
624,0.37963217
625,0.3537767
626,0.26091397
627,0.1112829
628,0.1112829
629,0.1112829
630,0.1112829
631,0.1112829
632,0.17745757
633,0.1112829
634,0.3922661
635,0.1112829
636,0.2618963
637,0.1112829
638,0.1112829
639,0.1112829
640,0.44515198
641,0.56024927
642,0.20557912
643,0.1112829
644,0.1112829
645,0.18989724
646,0.40755975
647,0.1112829
648,0.1112829
649,0.1112829
650,0.1112829
651,0.63875705
652,0.22627348
653,0.1112829
654,0.264437
655,0.1112829
656,0.37207365
657,0.1112829
658,0.1112829
659,0.1112829
660,0.30083495
661,0.1112829
662,0.1112829
663,0.7508306
664,0.1112829
665,0.4684329
666,0.1112829
667,0.21367657
668,0.3794167
669,0.25858927
670,0.1112829
671,0.1112829
672,0.1112829
673,0.68674576
674,0.1112829
675,0.2025696
676,0.33933026
677,0.45358652
678,0.25448722
679,0.30607104
680,0.1112829
681,0.1112829
682,0.1112829
683,0.16411456
684,0.42825937
685,0.41400188
686,0.2731492
687,0.33000797
688,0.22228378
689,0.1112829
690,0.1112829
691,0.1112829
692,0.1112829
693,0.1112829
694,0.1112829
695,0.34383357
696,0.1112829
697,0.1112829
698,0.1112829
699,0.1112829
700,1.1270744
701,0.1112829
702,1.0581465
703,1.050231
704,0.1112829
705,0.18082204
706,0.1112829
707,0.1112829
708,0.35351413
709,1.1336007
710,0.2632547
711,0.2631904
712,0.1112829
713,0.34113002
714,0.1112829
715,0.1112829
716,0.2202637
717,0.1112829
718,0.1112829
719,0.2581923
720,0.1112829
721,0.26313496
722,0.21452166
723,1.0900642
724,0.1112829
725,0.29983172
726,0.47310185
727,1.0324721
728,0.1112829
729,0.73800075
730,0.1112829
731,0.1112829
732,0.6801506
733,0.2569313
734,1.0662574
735,0.1112829
736,0.2465206
737,0.27132028
738,0.1112829
739,0.1112829
740,0.1112829
741,0.1112829
742,0.1112829
743,0.3000396
744,0.39794046
745,0.20357174
746,0.24899268
747,0.3209024
748,0.4014455
749,0.1112829
750,0.1112829
751,0.1112829
752,0.24726048
753,0.1112829
754,1.097719
755,0.31584507
756,0.1112829
757,0.21533813
758,0.1112829
759,0.1112829
760,0.5484326
761,0.25363547
762,0.1112829
763,1.1650534
764,0.19146329
765,0.1112829
766,0.1112829
767,0.31506604
768,0.3735331
769,0.24192646
770,0.41163063
771,0.1112829
772,0.19270499
773,0.1112829
774,0.1112829
775,0.1112829
776,0.1112829
777,0.2874285
778,0.1112829
779,0.1112829
780,0.1112829
781,1.0560497
782,0.48151392
783,0.33195826
784,0.1112829
785,1.1336598
786,1.167929
787,0.72435004
788,0.1112829
789,0.21625979
790,0.1112829
791,0.1112829
792,0.1112829
793,1.6932905
794,0.1112829
795,0.12305914
796,0.1176534
797,1.1243566
798,0.1112829
799,1.1132127
800,0.1112829
801,0.1112829
802,0.26400268
803,0.26497075
804,0.1112829
805,0.1112829
806,0.32767487
807,0.1112829
808,0.26340026
809,0.1112829
810,0.27344826
811,0.32905897
812,0.26317823
813,0.1112829
814,0.1112829
815,0.24523345
816,0.19513997
817,0.21474059
818,0.26491493
819,0.1112829
820,0.26324376
821,0.1112829
822,0.18067704
823,0.31372535
824,0.1112829
825,0.1112829
826,0.1112829
827,0.21123385
828,0.1112829
829,0.1112829
830,0.61736786
831,0.1112829
832,0.1112829
833,0.341074
834,0.45732462
835,0.1112829
836,0.1112829
837,0.49265593
838,0.28683835
839,0.1112829
840,0.1112829
841,0.1112829
842,0.1112829
843,0.1112829
844,0.29255447
845,0.1112829
846,0.1112829
847,0.11245865
848,0.1112829
849,0.1112829
850,0.1112829
851,0.1112829
852,0.38021636
853,0.1112829
854,0.1112829
855,0.2756353
856,0.26408586
857,0.44965857
858,0.21653849
859,0.26398334
860,0.1112829
861,0.1112829
862,0.26303488
863,0.26315212
864,0.25161803
865,0.36630833
866,0.22636011
867,0.1112829
868,0.5444451
869,0.1112829
870,0.31374037
871,0.1112829
872,0.1112829
873,0.14392759
874,0.26311243
875,0.5663317
876,0.21155158
877,0.1112829
878,0.21478862
879,0.33468944
880,0.1112829
881,0.4107291
882,0.36496976
883,1.1393776
884,0.26315182
885,0.552791
886,0.1112829
887,0.1191202
888,0.1112829
889,0.331235
890,0.26319513
891,0.41663945
892,0.1112829
893,0.1112829
894,0.1970309
895,0.1112829
896,0.1112829
897,0.1112829
898,0.3201579
899,0.25659704
900,0.1112829
901,1.0575027
902,0.1112829
903,0.25490767
904,0.6741354
905,0.36913437
906,1.1354011
907,0.26314205
908,0.31529644
909,0.1112829
910,0.1112829
911,0.1112829
912,0.53374183
913,0.45537537
914,0.1112829
915,0.1112829
916,0.1112829
917,0.1112829
918,0.1112829
919,0.27327102
920,0.1112829
921,0.70218337
922,0.1112829
923,0.1112829
924,0.1112829
925,0.1112829
926,0.1112829
927,0.1112829
928,0.20458338
929,0.26381803
930,0.1112829
931,0.1112829
932,0.26072222
933,0.17854488
934,0.1112829
935,0.13907987
936,0.19790752
937,0.30956623
938,0.1112829
939,0.1112829
940,0.1112829
941,0.24942544
942,0.1112829
943,0.31988984
944,0.1112829
945,0.1112829
946,0.1112829
947,0.1112829
948,0.16197826
949,0.1112829
950,0.19676206
951,0.1112829
952,0.1112829
953,0.2645199
954,0.26067162
955,0.1112829
956,0.33373368
957,0.1112829
958,0.48020256
959,0.45856637
960,0.29595673
961,0.1112829
962,0.26837155
963,0.1112829
964,0.1112829
965,0.263053
966,0.25467038
967,0.16491553
968,0.1112829
969,0.1112829
970,0.1112829
971,0.1112829
972,0.1112829
973,0.1112829
974,0.1112829
975,0.1112829
976,0.1112829
977,0.4696074
978,0.2979005
979,0.60156065
980,0.120937124
981,0.1112829
982,0.32170612
983,0.1112829
984,0.1112829
985,0.3727472
986,0.3181121
987,0.25798398
988,0.1112829
989,0.1112829
990,0.57470167
991,0.22096574
992,0.1112829
993,1.0487914
994,0.326238
995,0.22125743
996,0.1112829
997,0.2576247
998,0.1112829
999,0.1112829
1000,1.0491804
1001,0.25591874
1002,0.56630784
1003,0.1112829
1004,0.1112829
1005,0.1112829
1006,0.1112829
1007,0.1112829
1008,0.36788797
1009,0.1112829
1010,0.1112829
1011,0.1112829
1012,0.3714347
1013,1.168664
1014,0.3210801
1015,0.26305524
1016,0.1112829
1017,0.1112829
1018,0.1112829
1019,0.264195
1020,0.1112829
1021,0.25738013
1022,0.1112829
1023,0.1112829
1024,0.32300436
1025,0.1112829
1026,0.28758764
1027,0.276403
1028,0.1112829
1029,0.1112829
1030,0.1112829
1031,0.76718205
1032,0.65676844
1033,0.16636896
1034,0.5108453
1035,0.1112829
1036,0.30624872
1037,0.7965132
1038,0.1112829
1039,0.1112829
1040,0.22359407
1041,0.1112829
1042,0.30315557
1043,0.1112829
1044,0.26344088
1045,0.1112829
1046,0.33602542
1047,0.1112829
1048,0.1112829
1049,0.1112829
1050,0.1112829
1051,0.1112829
1052,0.30572504
1053,0.1112829
1054,0.18448408
1055,0.32112038
1056,0.23024425
1057,0.1112829
1058,0.1112829
1059,1.0606865
1060,0.1112829
1061,0.257038
1062,0.1112829
1063,0.1112829
1064,0.25429407
1065,0.1112829
1066,0.21205148
1067,0.2634288
1068,0.1112829
1069,0.25627846
1070,0.1112829
1071,0.1112829
1072,0.1112829
1073,0.1112829
1074,0.1112829
1075,0.1112829
1076,0.25164324
1077,1.210587
1078,0.3174464
1079,0.51640785
1080,0.1112829
1081,0.26370817
1082,0.1112829
1083,0.1112829
1084,0.1112829
1085,0.1112829
1086,0.1112829
1087,0.21687254
1088,0.26474112
1089,0.47336262
1090,1.3088776
1091,0.3280338
1092,0.46033126
1093,0.1112829
1094,0.1112829
1095,0.1112829
1096,0.26328528
1097,0.22544196
1098,0.26476866
1099,0.1819331
1100,0.1112829
1101,0.1112829
1102,0.1112829
1103,1.0128208
1104,1.0798199
1105,0.1112829
1106,0.1112829
1107,0.3306621
1108,0.1112829
1109,0.3015603
1110,0.1112829
1111,0.1112829
1112,0.2721155
1113,0.1112829
1114,0.1112829
1115,0.1112829
1116,0.1112829
1117,0.1112829
1118,0.1112829
1119,0.1112829
1120,0.16455927
1121,0.1112829
1122,0.1112829
1123,0.1112829
1124,0.1112829
1125,0.1112829
1126,0.18122512
1127,0.1112829
1128,0.1112829
1129,0.1112829
1130,0.1112829
1131,0.189787
1132,0.2869804
1133,0.1112829
1134,0.1112829
1135,0.1112829
1136,0.1112829
1137,1.0399435
1138,0.25814617
1139,0.1112829
1140,0.1112829
1141,0.1112829
1142,0.1112829
1143,0.1112829
1144,0.1112829
1145,0.25132018
1146,0.1112829
1147,0.25907135
1148,0.1112829
1149,0.1112829
1150,0.2036613
1151,0.18803026
1152,0.1112829
1153,0.1112829
1154,0.33497798
1155,0.1112829
1156,0.1112829
1157,1.1020893
1158,1.1180096
1159,0.1112829
1160,0.1112829
1161,0.26290727
1162,0.1112829
1163,0.1112829
1164,0.1112829
1165,0.25690475
1166,0.1112829
1167,0.1112829
1168,0.14436239
1169,0.1112829
1170,0.2221926
1171,0.1112829
1172,0.1112829
1173,0.1112829
1174,0.1112829
1175,0.1112829
1176,0.1112829
1177,0.1112829
1178,0.1112829
1179,0.1112829
1180,0.1112829
1181,0.1112829
1182,0.1112829
1183,0.1112829
1184,0.20263088
1185,0.1112829
1186,0.1112829
1187,0.25707588
1188,0.1112829
1189,0.9034604
1190,0.1112829
1191,0.1112829
1192,0.19567454
1193,0.47498387
1194,0.24890447
1195,0.26418245
1196,0.1112829
1197,0.1112829
1198,0.1112829
1199,0.5125133
1200,0.25840783
1201,0.1112829
1202,0.1112829
1203,0.1289751
1204,0.18911123
1205,0.64231884
1206,0.1112829
1207,0.1112829
1208,0.1112829
1209,0.1112829
1210,0.1112829
1211,0.1112829
1212,1.083374
1213,0.7488515
1214,0.17849201
1215,0.1112829
1216,0.22629938
1217,0.39029235
1218,0.12827122
1219,0.1112829
1220,0.1112829
1221,0.1112829
1222,0.1112829
1223,0.1112829
1224,0.1112829
1225,0.1112829
1226,0.1112829
1227,0.1112829
1228,0.26532078
1229,0.25605378
1230,0.2041061
1231,0.29825655
1232,0.21696174
1233,0.1112829
1234,0.1112829
1235,0.25755367
1236,0.2632425
1237,0.1112829
1238,0.1112829
1239,1.0690773
1240,0.1112829
1241,0.30625728
1242,0.1112829
1243,0.1112829
1244,0.1112829
1245,0.1112829
1246,0.6095227
1247,0.2630145
1248,0.1112829
1249,0.1112829
1250,0.1112829
1251,0.1112829
1252,0.1112829
1253,0.1112829
1254,0.24797232
1255,0.1112829
1256,0.39259815
1257,0.1112829
1258,0.1112829
1259,0.12947068
1260,0.1112829
1261,0.1112829
1262,0.1112829
1263,0.1112829
1264,1.05488
1265,0.30531
1266,0.1112829
1267,0.49300897
1268,0.1112829
1269,0.1112829
1270,0.31086677
1271,0.1112829
1272,0.1112829
1273,0.1112829
1274,0.25998837
1275,0.1112829
1276,0.1112829
1277,0.2592429
1278,0.33589542
1279,0.26314738
1280,0.1112829
1281,0.1112829
1282,0.1112829
1283,0.1112829
1284,0.36986274
1285,0.1112829
1286,0.1112829
1287,0.33486587
1288,0.1112829
1289,0.1112829
1290,0.1112829
1291,0.65965056
1292,0.26524594
1293,0.1112829
1294,0.38230306
1295,0.16857713
1296,0.1112829
1297,0.1112829
1298,0.5115753
1299,0.1112829
1300,0.1112829
1301,0.34782794
1302,0.18072125
1303,0.2784992
1304,0.75494665
1305,0.26505852
1306,0.1112829
1307,0.1112829
1308,0.1112829
1309,0.1112829
1310,0.1112829
1311,0.1112829
1312,0.48742074
1313,0.1112829
1314,0.15364549
1315,0.1112829
1316,0.20530084
1317,0.1112829
1318,0.38314873
1319,0.1112829
1320,0.1112829
1321,0.1112829
1322,0.2648674
1323,0.1112829
1324,0.1112829
1325,0.3144631
1326,0.1112829
1327,0.1112829
1328,0.1112829
1329,0.1112829
1330,0.1112829
1331,0.17577177
1332,0.1112829
1333,1.0919509
1334,0.25974745
1335,0.34753796
1336,0.16737908
1337,0.21539545
1338,0.2128123
1339,0.1112829
1340,0.2550334
1341,0.2550338
1342,0.1112829
1343,0.1112829
1344,0.1112829
1345,0.1112829
1346,0.25503415
1347,0.1112829
1348,0.1112829
1349,0.25967002
1350,0.1112829
1351,0.1112829
1352,0.1112829
1353,0.1112829
1354,0.1112829
1355,0.73800075
1356,0.20872399
1357,0.1112829
1358,0.20487796
1359,0.29380012
1360,1.073165
1361,0.41618043
1362,0.1112829
1363,0.1112829
1364,0.25275213
1365,0.1112829
1366,0.1112829
1367,0.1112829
1368,0.18824553
1369,0.1112829
1370,0.21468991
1371,0.1112829
1372,0.1112829
1373,0.1112829
1374,0.1112829
1375,0.1112829
1376,0.33701175
1377,0.1112829
1378,0.1112829
1379,0.1112829
1380,0.1112829
1381,0.1112829
1382,0.19623291
1383,0.31782883
1384,0.1112829
1385,0.3607909
1386,0.1112829
1387,0.1112829
1388,0.1112829
1389,0.1112829
1390,0.11494106
1391,0.1112829
1392,0.1112829
1393,0.1112829
1394,0.1112829
1395,0.1112829
1396,0.1112829
1397,0.25729442
1398,0.1112829
1399,0.1112829
1400,0.1112829
1401,0.1112829
1402,0.1112829
1403,0.6767124
1404,0.18945163
1405,0.1112829
1406,0.1112829
1407,0.1112829
1408,0.1112829
1409,0.1112829
1410,0.1112829
1411,0.1112829
1412,0.1112829
1413,0.12830883
1414,0.1112829
1415,0.1112829
1416,0.1112829
1417,0.261218
1418,0.1112829
1419,0.1112829
1420,0.18187915
1421,0.22471474
1422,0.15445471
1423,0.1112829
1424,0.1112829
1425,0.1112829
1426,0.1112829
1427,0.1112829
1428,0.1112829
1429,0.1112829
1430,0.1112829
1431,0.1112829
1432,0.1112829
1433,0.1112829
1434,0.2631199
1435,0.1112829
1436,0.1112829
1437,0.1112829
1438,0.1112829
1439,0.1112829
1440,0.1112829
1441,0.1112829
1442,0.1112829
1443,0.1112829
1444,0.1112829
1445,0.1112829
1446,0.1112829
1447,0.1112829
1448,0.1112829
1449,0.1112829
1450,0.1112829
1451,0.4041474
1452,0.1112829
1453,0.1112829
1454,0.1112829
1455,0.1112829
1456,0.1112829
1457,0.1112829
1458,0.1112829
1459,0.34022027
1460,0.1112829
1461,0.1112829
1462,0.171632
1463,0.18630809
1464,0.1112829
1465,0.1112829
1466,0.1112829
1467,0.1112829
1468,0.24788421
1469,0.1112829
1470,0.1112829
1471,0.1112829
1472,0.1112829
1473,0.1112829
1474,0.1112829
1475,0.32950777
1476,0.1112829
1477,0.21343963
1478,0.1112829
1479,0.1112829
1480,0.1112829
1481,0.1112829
1482,0.31277347
1483,0.1112829
1484,0.1112829
1485,0.1112829
1486,0.1112829
1487,0.1112829
1488,0.1112829
1489,0.4061615
1490,0.25534248
1491,0.1112829
1492,0.1112829
1493,0.1112829
1494,0.1112829
1495,0.1112829
1496,0.1112829
1497,1.1626813
1498,0.28882778
1499,0.1112829
1500,0.1112829
1501,0.1112829
1502,0.1112829
1503,0.1112829
1504,0.1112829
1505,0.1112829
1506,0.1112829
1507,0.1112829
1508,0.1112829
1509,0.15244088
1510,0.1112829
1511,0.1112829
1512,0.1112829
1513,0.1112829
1514,0.1112829
1515,0.2638995
1516,0.1112829
1517,0.1112829
1518,0.1112829
1519,0.1112829
1520,0.1112829
1521,0.1112829
1522,0.1919117
1523,0.1112829
1524,0.1112829
1525,0.21665555
1526,0.1112829
1527,0.1112829
1528,0.1112829
1529,0.1112829
1530,0.1112829
1531,0.5738584
1532,0.1112829
1533,0.1112829
1534,0.1112829
1535,0.1112829
1536,0.2608124
1537,0.1112829
1538,0.23013906
1539,0.1112829
1540,0.1112829
1541,0.1112829
1542,0.1112829
1543,0.1112829
1544,0.1112829
1545,0.1112829
1546,1.0566454
1547,0.1112829
1548,0.1112829
1549,0.1112829
1550,0.1112829
1551,0.36255234
1552,0.1112829
1553,0.1112829
1554,0.2607894
1555,0.12760788
1556,0.1112829
1557,0.1112829
1558,0.1112829
1559,0.1112829
1560,0.1112829
1561,0.1112829
1562,0.1112829
1563,0.1112829
1564,0.1112829
1565,0.1112829
1566,0.1112829
1567,0.1112829
1568,0.1112829
1569,0.1112829
1570,0.21837129
1571,0.24163817
1572,0.1112829
1573,0.26476938
1574,0.26380542
1575,0.1112829
1576,0.1112829
1577,0.1112829
1578,0.1112829
1579,0.1112829
1580,0.1112829
1581,0.1112829
1582,0.5267019
1583,0.1112829
1584,0.1112829
1585,0.1112829
1586,0.1112829
1587,0.23935637
1588,0.1112829
1589,0.1112829
1590,0.1112829
1591,0.1112829
1592,0.1112829
1593,0.1112829
1594,0.1112829
1595,0.1112829
1596,0.1112829
1597,0.1112829
1598,0.1112829
1599,0.1112829
1600,0.1112829
1601,0.1112829
1602,0.1112829
1603,0.20279422
1604,0.53416085
1605,0.1112829
1606,0.1112829
1607,0.1112829
1608,0.2348233
1609,0.1112829
1610,0.1112829
1611,0.1112829
1612,0.1112829
1613,0.26373285
1614,0.1112829
1615,0.25456446
1616,0.1112829
1617,0.1112829
1618,0.33822495
1619,0.1112829
1620,0.1112829
1621,0.34011847
1622,0.1112829
1623,0.1112829
1624,0.1112829
1625,0.1112829
1626,0.55710536
1627,0.36098152
1628,0.1112829
1629,0.18794811
1630,0.1112829
1631,0.1112829
1632,0.1112829
1633,0.1112829
1634,0.1112829
1635,0.1112829
1636,0.1112829
1637,0.1112829
1638,0.1112829
1639,1.987495
1640,0.1112829
1641,0.1112829
1642,0.1112829
1643,0.1112829
1644,0.1112829
1645,0.1112829
1646,0.1112829
1647,0.26405647
1648,0.1112829
1649,0.1112829
1650,0.1112829
1651,0.1112829
1652,0.1112829
1653,0.34011447
1654,0.3539686
1655,0.1112829
1656,0.20639366
1657,0.2258342
1658,0.1112829
1659,0.1112829
1660,0.1112829
1661,0.1112829
1662,0.1112829
1663,0.1112829
1664,0.47868246
1665,0.1112829
1666,0.1112829
1667,0.1112829
